Timestamp,Temperature,Humidity,Rainfall,WindSpeed,Pressure
2025-03-01 00:00:00,20.62,70,4.65,24.21,1009.94
2025-03-01 01:00:00,25.68,54,1.06,21.5,1028.5
2025-03-01 02:00:00,22.82,93,0.44,14.02,1001.84
2025-03-01 03:00:00,22.58,33,0.47,18.86,1000.86
2025-03-01 04:00:00,19.15,35,3.59,20.82,1010.55
2025-03-01 05:00:00,18.37,93,3.09,24.12,1031.35
2025-03-01 06:00:00,20.16,90,4.58,23.22,1006.09
2025-03-01 07:00:00,21.62,55,8.32,17.73,997.85
2025-03-01 08:00:00,27.05,57,3.53,21.62,1000.93
2025-03-01 09:00:00,28.72,63,0.51,18.43,1033.64
2025-03-01 10:00:00,20.95,70,0.84,18.29,1023.52
2025-03-01 11:00:00,26.92,61,5.54,11.72,1006.39
2025-03-01 12:00:00,25.18,84,0.7,11.89,1019.99
2025-03-01 13:00:00,21.85,55,0.23,17.94,1018.74
2025-03-01 14:00:00,18.14,35,3.64,14.03,1024.49
2025-03-01 15:00:00,27.81,26,1.55,10.32,1005.49
2025-03-01 16:00:00,32.4,51,7.58,20.84,1033.9
2025-03-01 17:00:00,22.75,26,3.15,10.49,1008.92
2025-03-01 18:00:00,20.77,45,0.28,18.93,1026.24
2025-03-01 19:00:00,36.63,82,8.86,18.09,995.73
2025-03-01 20:00:00,23.78,29,0.9,24.53,1011.77
2025-03-01 21:00:00,22.7,76,1.23,17.26,1010.83
2025-03-01 22:00:00,36.0,69,1.54,10.95,1019.46
2025-03-01 23:00:00,35.16,44,0.16,18.28,998.27
2025-03-02 00:00:00,27.42,85,2.06,22.62,1030.56
2025-03-02 01:00:00,28.27,62,0.39,24.95,1004.8
2025-03-02 02:00:00,22.57,44,1.54,16.46,1025.47
2025-03-02 03:00:00,19.64,49,1.3,14.8,1031.14
2025-03-02 04:00:00,30.04,26,4.45,23.6,1020.28
2025-03-02 05:00:00,20.07,56,4.88,12.87,1028.34
2025-03-02 06:00:00,27.43,50,0.5,19.23,1024.78
2025-03-02 07:00:00,37.75,94,1.37,16.09,1011.0
2025-03-02 08:00:00,38.01,65,1.4,10.62,1031.4
2025-03-02 09:00:00,23.03,91,0.49,15.21,1008.26
2025-03-02 10:00:00,31.11,25,4.81,13.98,1020.7
2025-03-02 11:00:00,27.96,75,3.69,20.29,1028.54
2025-03-02 12:00:00,36.39,29,0.63,24.23,1012.05
2025-03-02 13:00:00,23.7,37,1.37,14.02,1008.62
2025-03-02 14:00:00,18.08,43,0.34,22.17,1015.67
2025-03-02 15:00:00,21.41,36,2.97,10.83,1031.81
2025-03-02 16:00:00,25.34,72,0.39,18.07,1036.85
2025-03-02 17:00:00,24.63,49,12.79,11.06,1019.53
2025-03-02 18:00:00,34.62,81,4.55,24.01,1024.77
2025-03-02 19:00:00,32.29,59,1.48,21.5,1035.65
2025-03-02 20:00:00,24.29,29,2.59,19.87,999.43
2025-03-02 21:00:00,27.61,46,7.27,22.36,1005.44
2025-03-02 22:00:00,20.01,81,2.42,19.71,1026.9
2025-03-02 23:00:00,36.86,71,0.58,24.53,1032.07
2025-03-03 00:00:00,37.64,78,1.43,20.71,1033.57
2025-03-03 01:00:00,38.58,27,5.56,23.87,1013.68
2025-03-03 02:00:00,36.24,77,3.1,17.76,999.02
2025-03-03 03:00:00,21.65,55,3.16,11.76,1014.7
2025-03-03 04:00:00,18.97,93,6.05,17.92,1005.38
2025-03-03 05:00:00,30.17,57,6.73,11.9,1008.1
2025-03-03 06:00:00,37.16,96,7.57,18.89,1029.75
2025-03-03 07:00:00,21.72,74,0.3,17.24,998.4
2025-03-03 08:00:00,18.15,40,2.36,19.34,1032.24
2025-03-03 09:00:00,34.92,63,4.05,10.15,1014.25
2025-03-03 10:00:00,19.61,70,4.24,12.92,1021.82
2025-03-03 11:00:00,26.69,71,2.8,17.37,999.03
2025-03-03 12:00:00,32.26,68,0.55,24.26,1010.18
2025-03-03 13:00:00,22.97,33,4.79,15.75,999.04
2025-03-03 14:00:00,19.76,74,3.82,16.37,1038.27
2025-03-03 15:00:00,34.17,84,0.27,20.72,1031.33
2025-03-03 16:00:00,31.23,39,1.87,19.06,1015.68
2025-03-03 17:00:00,38.76,60,0.57,14.48,1005.06
2025-03-03 18:00:00,25.23,87,1.24,16.16,1037.01
2025-03-03 19:00:00,19.3,93,0.05,13.27,1010.51
2025-03-03 20:00:00,33.42,65,1.53,24.49,1002.24
2025-03-03 21:00:00,28.96,48,2.39,11.96,1020.34
2025-03-03 22:00:00,22.48,73,2.9,15.58,1037.47
2025-03-03 23:00:00,34.42,42,3.27,10.39,995.17
