Timestamp,Temperature,Humidity,Rainfall,WindSpeed,Pressure
2025-03-01 00:00:00,25.15,78,1.58,19.81,1037.84
2025-03-01 01:00:00,36.63,88,6.86,24.78,1041.89
2025-03-01 02:00:00,32.31,60,16.9,25.73,1046.28
2025-03-01 03:00:00,32.02,91,0.29,16.03,1048.58
2025-03-01 04:00:00,31.45,81,2.31,23.99,1047.53
2025-03-01 05:00:00,18.31,70,3.46,21.17,1037.95
2025-03-01 06:00:00,19.78,60,13.77,22.55,1041.62
2025-03-01 07:00:00,25.21,51,19.66,16.3,1037.99
2025-03-01 08:00:00,20.81,33,3.52,20.1,1038.97
2025-03-01 09:00:00,24.14,42,8.32,24.75,1042.55
2025-03-01 10:00:00,34.55,74,4.55,13.74,1036.02
2025-03-01 11:00:00,33.14,71,4.63,24.76,1038.27
2025-03-01 12:00:00,28.86,78,1.96,18.98,1049.03
2025-03-01 13:00:00,33.88,49,1.47,7.48,1041.99
2025-03-01 14:00:00,32.24,83,2.04,3.67,1041.68
2025-03-01 15:00:00,24.44,65,4.88,12.79,1035.22
2025-03-01 16:00:00,19.42,30,0.18,17.76,1038.71
2025-03-01 17:00:00,26.31,44,14.27,25.68,1047.99
2025-03-01 18:00:00,31.2,46,1.02,6.44,1037.47
2025-03-01 19:00:00,24.6,53,1.49,24.61,1041.23
2025-03-01 20:00:00,29.67,87,4.38,26.3,1035.21
2025-03-01 21:00:00,17.08,52,7.43,7.07,1042.18
2025-03-01 22:00:00,31.46,75,0.6,25.99,1035.32
2025-03-01 23:00:00,32.88,37,2.29,29.77,1047.29
2025-03-02 00:00:00,30.55,88,20.78,22.62,1047.37
2025-03-02 01:00:00,36.28,88,1.83,24.19,1046.82
2025-03-02 02:00:00,33.19,42,2.25,29.85,1039.25
2025-03-02 03:00:00,34.87,68,10.87,19.35,1047.56
2025-03-02 04:00:00,35.54,57,0.31,11.31,1043.14
2025-03-02 05:00:00,32.63,90,3.75,25.61,1040.61
2025-03-02 06:00:00,29.83,45,2.86,19.59,1044.38
2025-03-02 07:00:00,15.13,31,2.28,18.69,1035.19
2025-03-02 08:00:00,25.25,46,2.02,9.85,1037.14
2025-03-02 09:00:00,27.57,59,0.57,23.42,1046.13
2025-03-02 10:00:00,21.69,42,2.27,5.21,1038.66
2025-03-02 11:00:00,22.0,42,0.26,27.96,1043.97
2025-03-02 12:00:00,36.15,72,9.11,11.8,1040.78
2025-03-02 13:00:00,34.62,50,3.05,6.45,1047.82
2025-03-02 14:00:00,33.68,84,3.52,14.94,1049.29
2025-03-02 15:00:00,23.93,69,13.44,4.15,1048.25
2025-03-02 16:00:00,15.3,44,6.44,21.48,1039.06
2025-03-02 17:00:00,16.76,81,0.05,27.37,1037.91
2025-03-02 18:00:00,21.87,82,17.21,25.61,1042.12
2025-03-02 19:00:00,15.35,81,1.62,6.44,1035.11
2025-03-02 20:00:00,15.38,59,0.68,6.41,1035.39
2025-03-02 21:00:00,35.17,62,8.77,24.96,1043.3
2025-03-02 22:00:00,30.54,86,4.16,27.95,1042.81
2025-03-02 23:00:00,21.8,81,3.41,15.44,1049.92
2025-03-03 00:00:00,17.92,38,1.72,16.47,1038.03
2025-03-03 01:00:00,26.26,83,4.76,11.59,1038.87
2025-03-03 02:00:00,15.12,30,1.92,27.15,1036.7
2025-03-03 03:00:00,35.65,73,13.91,20.41,1048.76
2025-03-03 04:00:00,24.13,38,1.45,10.78,1046.67
2025-03-03 05:00:00,23.85,61,12.94,11.07,1047.34
2025-03-03 06:00:00,23.59,44,4.92,27.06,1048.54
2025-03-03 07:00:00,16.53,41,10.58,3.37,1042.87
2025-03-03 08:00:00,29.04,86,7.49,11.71,1041.77
2025-03-03 09:00:00,31.13,37,7.16,17.97,1039.96
2025-03-03 10:00:00,29.87,56,2.35,7.0,1043.84
2025-03-03 11:00:00,18.05,91,1.6,5.49,1041.81
2025-03-03 12:00:00,27.73,41,1.42,25.01,1041.77
2025-03-03 13:00:00,27.53,94,11.68,27.15,1049.05
2025-03-03 14:00:00,34.11,71,10.3,25.24,1049.76
2025-03-03 15:00:00,23.34,91,3.49,27.27,1046.95
2025-03-03 16:00:00,23.17,40,0.85,17.93,1046.35
2025-03-03 17:00:00,28.61,72,2.89,24.93,1045.21
2025-03-03 18:00:00,28.93,46,5.8,13.37,1037.49
2025-03-03 19:00:00,25.32,61,3.64,20.99,1035.89
2025-03-03 20:00:00,24.75,69,9.09,29.7,1045.36
2025-03-03 21:00:00,25.87,52,36.25,9.09,1045.93
2025-03-03 22:00:00,33.94,85,1.27,13.53,1035.7
2025-03-03 23:00:00,25.15,35,3.69,15.96,1048.92
2025-03-04 00:00:00,35.68,79,3.38,6.73,1036.37
2025-03-04 01:00:00,26.09,66,2.18,5.19,1039.29
2025-03-04 02:00:00,35.88,93,1.32,25.4,1045.09
2025-03-04 03:00:00,33.32,83,0.41,29.37,1037.55
2025-03-04 04:00:00,22.97,78,13.09,13.93,1035.83
2025-03-04 05:00:00,34.0,40,3.27,5.37,1039.97
2025-03-04 06:00:00,17.42,78,4.12,4.78,1046.49
2025-03-04 07:00:00,35.35,50,14.93,27.07,1041.21
2025-03-04 08:00:00,28.9,92,8.98,15.52,1044.79
2025-03-04 09:00:00,16.2,57,0.84,11.64,1043.69
2025-03-04 10:00:00,29.17,46,5.0,15.86,1035.33
2025-03-04 11:00:00,36.43,35,3.5,11.59,1049.83
2025-03-04 12:00:00,16.54,48,9.57,16.2,1035.62
2025-03-04 13:00:00,27.2,85,7.73,26.21,1049.52
2025-03-04 14:00:00,31.45,57,7.03,18.99,1043.25
2025-03-04 15:00:00,32.83,67,2.5,21.76,1049.45
2025-03-04 16:00:00,24.1,66,9.81,12.85,1036.72
2025-03-04 17:00:00,19.49,78,0.32,22.94,1042.36
2025-03-04 18:00:00,15.93,72,1.04,21.0,1037.54
2025-03-04 19:00:00,27.75,65,2.45,6.23,1035.76
2025-03-04 20:00:00,24.96,87,0.48,18.46,1044.26
2025-03-04 21:00:00,35.87,42,1.61,9.93,1038.12
2025-03-04 22:00:00,16.33,81,10.64,24.71,1043.82
2025-03-04 23:00:00,30.08,87,17.77,14.5,1036.69
2025-03-05 00:00:00,15.55,61,2.18,29.86,1039.98
