Timestamp,Temperature,Humidity,Rainfall,WindSpeed,Pressure
2025-03-01 00:00:00,30.79,36,0.0,15.08,1009.84
2025-03-01 01:00:00,26.52,58,0.0,16.7,1024.0
2025-03-01 02:00:00,25.84,61,0.0,11.72,1032.0
2025-03-01 03:00:00,31.46,61,0.0,14.05,1025.06
2025-03-01 04:00:00,26.78,34,0.0,20.97,1030.16
2025-03-01 05:00:00,21.63,33,0.0,2.22,1038.2
2025-03-01 06:00:00,22.09,51,0.0,6.79,1036.04
2025-03-01 07:00:00,27.87,47,0.0,13.45,1026.38
2025-03-01 08:00:00,28.3,64,0.0,21.21,1002.95
2025-03-01 09:00:00,22.25,46,0.0,2.1,1024.52
2025-03-01 10:00:00,22.83,53,0.0,0.5,1017.81
2025-03-01 11:00:00,31.87,31,0.0,1.23,1028.58
2025-03-01 12:00:00,19.43,42,0.0,1.15,1034.48
2025-03-01 13:00:00,23.67,44,0.0,19.97,1029.88
2025-03-01 14:00:00,18.87,34,0.0,15.87,1035.17
2025-03-01 15:00:00,29.5,32,0.0,14.9,995.26
2025-03-01 16:00:00,19.29,32,0.0,11.5,993.61
2025-03-01 17:00:00,27.44,64,0.0,17.2,1005.18
2025-03-01 18:00:00,18.79,52,0.0,3.42,1037.93
2025-03-01 19:00:00,27.42,57,0.0,8.62,1034.01
2025-03-01 20:00:00,29.8,59,0.0,10.78,1026.82
2025-03-01 21:00:00,23.58,47,0.0,2.43,1027.74
2025-03-01 22:00:00,25.31,62,0.0,9.23,1029.06
2025-03-01 23:00:00,23.62,55,0.0,6.96,1040.07
2025-03-02 00:00:00,22.21,46,0.0,0.78,1034.44
2025-03-02 01:00:00,29.25,36,0.0,3.01,1023.79
2025-03-02 02:00:00,21.81,37,0.0,16.81,1025.95
2025-03-02 03:00:00,28.12,60,0.0,0.4,1002.9
2025-03-02 04:00:00,20.89,41,0.0,20.55,1025.52
2025-03-02 05:00:00,21.5,60,0.0,1.9,1013.66
2025-03-02 06:00:00,22.71,48,0.0,17.58,999.8
2025-03-02 07:00:00,26.25,39,0.0,19.77,1033.13
2025-03-02 08:00:00,24.36,41,0.0,20.7,1018.02
2025-03-02 09:00:00,28.43,49,0.0,19.08,1041.85
2025-03-02 10:00:00,20.99,36,0.0,6.33,1006.37
2025-03-02 11:00:00,18.15,43,0.0,7.33,1016.51
2025-03-02 12:00:00,28.87,40,0.0,9.38,1014.85
2025-03-02 13:00:00,29.5,36,0.0,3.06,998.16
2025-03-02 14:00:00,18.83,58,0.0,0.49,1013.73
2025-03-02 15:00:00,26.55,39,0.0,19.12,1006.67
2025-03-02 16:00:00,23.29,58,0.0,12.19,1000.18
2025-03-02 17:00:00,29.11,38,0.0,13.39,1006.39
2025-03-02 18:00:00,30.24,39,0.0,20.39,1003.9
2025-03-02 19:00:00,29.91,48,0.0,14.63,1029.44
2025-03-02 20:00:00,28.88,60,0.0,15.2,993.57
2025-03-02 21:00:00,21.77,46,0.0,17.31,1023.49
2025-03-02 22:00:00,29.37,38,0.0,2.56,1030.79
2025-03-02 23:00:00,25.47,62,0.0,7.92,1016.52
2025-03-03 00:00:00,18.74,63,0.0,21.3,1039.51
2025-03-03 01:00:00,24.4,53,0.0,20.3,1028.1
2025-03-03 02:00:00,31.19,38,0.0,19.45,1030.14
2025-03-03 03:00:00,30.43,36,0.0,9.95,1002.04
2025-03-03 04:00:00,19.43,45,0.0,18.86,1031.64
2025-03-03 05:00:00,28.42,48,0.0,1.06,1034.44
2025-03-03 06:00:00,29.28,35,0.0,3.27,1010.42
2025-03-03 07:00:00,21.8,40,0.0,9.11,1002.88
2025-03-03 08:00:00,24.6,41,0.0,10.63,1011.64
2025-03-03 09:00:00,27.95,42,0.0,5.8,1029.72
2025-03-03 10:00:00,24.15,41,0.0,7.84,1013.3
2025-03-03 11:00:00,19.58,50,0.0,3.58,1029.57
2025-03-03 12:00:00,27.88,39,0.0,10.76,997.79
2025-03-03 13:00:00,30.76,49,0.0,17.46,1033.11
2025-03-03 14:00:00,27.13,57,0.0,14.55,1004.91
2025-03-03 15:00:00,28.83,53,0.0,2.37,1004.7
2025-03-03 16:00:00,23.02,34,0.0,10.73,1022.11
2025-03-03 17:00:00,20.56,41,0.0,15.35,995.58
2025-03-03 18:00:00,27.0,64,0.0,11.66,993.34
2025-03-03 19:00:00,22.59,31,0.0,8.62,1005.31
2025-03-03 20:00:00,30.04,38,0.0,13.68,1019.44
2025-03-03 21:00:00,19.72,51,0.0,21.31,1038.29
2025-03-03 22:00:00,24.07,34,0.0,2.09,1035.17
2025-03-03 23:00:00,23.55,41,0.0,8.58,1017.01
2025-03-04 00:00:00,31.13,30,0.0,8.95,993.89
2025-03-04 01:00:00,20.14,51,0.0,12.69,1019.3
2025-03-04 02:00:00,18.14,48,0.0,3.35,1027.94
2025-03-04 03:00:00,21.33,45,0.0,3.89,1009.3
2025-03-04 04:00:00,29.48,60,0.0,6.28,997.66
2025-03-04 05:00:00,20.93,32,0.0,21.03,1006.21
2025-03-04 06:00:00,21.37,52,0.0,16.15,1031.35
2025-03-04 07:00:00,19.82,47,0.0,14.56,1009.91
2025-03-04 08:00:00,28.02,55,0.0,17.97,1033.41
2025-03-04 09:00:00,18.97,42,0.0,2.81,1008.3
2025-03-04 10:00:00,22.64,47,0.0,18.91,1000.34
2025-03-04 11:00:00,21.95,32,0.0,13.09,1014.23
2025-03-04 12:00:00,25.77,52,0.0,7.38,1015.07
2025-03-04 13:00:00,28.23,32,0.0,17.95,992.82
2025-03-04 14:00:00,25.46,54,0.0,17.66,997.97
2025-03-04 15:00:00,31.03,56,0.0,18.61,1001.43
2025-03-04 16:00:00,31.32,56,0.0,2.54,997.79
2025-03-04 17:00:00,23.06,54,0.0,21.33,1009.42
2025-03-04 18:00:00,28.89,53,0.0,21.11,1041.2
2025-03-04 19:00:00,28.34,37,0.0,7.86,1017.97
2025-03-04 20:00:00,30.5,38,0.0,1.45,1024.01
2025-03-04 21:00:00,24.27,59,0.0,3.68,1010.18
2025-03-04 22:00:00,25.43,48,0.0,21.84,1008.5
2025-03-04 23:00:00,23.82,45,0.0,12.39,993.18
2025-03-05 00:00:00,29.91,53,0.0,7.85,1017.52
2025-03-05 01:00:00,21.22,50,0.0,6.34,1016.66
2025-03-05 02:00:00,21.36,35,0.0,5.65,1000.05
2025-03-05 03:00:00,23.22,34,0.0,14.61,1030.98
2025-03-05 04:00:00,21.22,43,0.0,9.23,1017.13
2025-03-05 05:00:00,25.85,33,0.0,21.24,1009.29
2025-03-05 06:00:00,19.88,37,0.0,15.04,999.49
2025-03-05 07:00:00,22.48,53,0.0,17.42,1020.16
2025-03-05 08:00:00,30.79,40,0.0,6.44,1030.39
2025-03-05 09:00:00,23.73,46,0.0,1.74,1006.38
2025-03-05 10:00:00,28.48,50,0.0,10.73,1003.16
2025-03-05 11:00:00,19.59,55,0.0,6.92,1018.62
2025-03-05 12:00:00,21.47,56,0.0,4.45,999.92
2025-03-05 13:00:00,29.3,45,0.0,20.96,1026.0
2025-03-05 14:00:00,28.68,55,0.0,9.77,1022.87
2025-03-05 15:00:00,23.41,62,0.0,3.84,996.44
2025-03-05 16:00:00,31.36,60,0.0,4.37,993.86
2025-03-05 17:00:00,30.75,35,0.0,6.18,1023.63
2025-03-05 18:00:00,31.47,37,0.0,21.98,1007.01
2025-03-05 19:00:00,23.99,36,0.0,5.9,996.41
2025-03-05 20:00:00,20.76,63,0.0,7.23,1030.73
2025-03-05 21:00:00,26.77,43,0.0,14.51,1008.02
2025-03-05 22:00:00,27.59,45,0.0,6.47,1015.44
2025-03-05 23:00:00,19.76,38,0.0,4.75,1004.08
2025-03-06 00:00:00,29.01,39,0.0,3.49,1023.99
2025-03-06 01:00:00,18.25,46,0.0,6.88,1007.38
2025-03-06 02:00:00,24.76,41,0.0,2.33,1041.37
2025-03-06 03:00:00,22.63,35,0.0,0.41,1027.85
2025-03-06 04:00:00,28.36,48,0.0,17.7,998.97
2025-03-06 05:00:00,22.38,58,0.0,3.03,1013.25
2025-03-06 06:00:00,29.58,35,0.0,17.07,1011.66
2025-03-06 07:00:00,26.33,54,0.0,17.55,1019.25
2025-03-06 08:00:00,29.11,53,0.0,11.83,1034.94
2025-03-06 09:00:00,31.85,54,0.0,6.81,1021.75
2025-03-06 10:00:00,27.51,45,0.0,3.19,995.14
2025-03-06 11:00:00,31.79,45,0.0,16.21,1025.43
2025-03-06 12:00:00,18.4,35,0.0,13.23,992.42
2025-03-06 13:00:00,22.73,50,0.0,14.42,1031.78
2025-03-06 14:00:00,19.51,33,0.0,0.19,1026.0
2025-03-06 15:00:00,21.67,63,0.0,20.41,1007.75
2025-03-06 16:00:00,29.74,57,0.0,1.46,1006.91
2025-03-06 17:00:00,18.45,57,0.0,8.07,1032.71
2025-03-06 18:00:00,25.28,46,0.0,8.86,1031.95
2025-03-06 19:00:00,25.94,43,0.0,0.03,1009.97
2025-03-06 20:00:00,25.86,36,0.0,10.94,1007.25
2025-03-06 21:00:00,24.65,51,0.0,16.56,1020.55
2025-03-06 22:00:00,29.07,30,0.0,18.11,992.43
2025-03-06 23:00:00,19.87,58,0.0,19.35,996.22
